name,manufacturer,mass,impulse,thrust,isp,burn_duration,chambers
MARC 13A1,ATLR,506.0,,17.0,,52.0,1.0
SB-310,NISST,502.0,,95.0,220.0,7.4,1.0
RH-300-II,VSSC,500.0,,39.1,,20.2,1.0
29D6,KAZOKB,500.0,,,,,1.0
T-7 booster,SIMED,500.0,,2.0,,,1.0
Neptune,SEPR,500.0,630.0,20.0,,32.0,1.0
SEPR-732,SEPR,500.0,940.0,,,4.7,1.0
IAI-Arrow-2-2,IAI,500.0,,,,,1.0
Saman-1,IR,500.0,,,,,1.0
Alcor IB,AJ,500.0,1148.0,42.8,,26.5,1.0
RX-320,LAPAN,500.0,510.0,,,,1.0
Vero P2,LRBA,500.0,,10.0,,,1.0
Vero P6,LRBA,500.0,,20.0,,,1.0
23KS11000,AJ,500.0,,49.0,,23.0,1.0
THAAD Proto,UTC,500.0,,,,,1.0
THAAD,AJSP,500.0,,,,,1.0
NOTS 401A,NOTS,500.0,,,,7.2,1.0
Abid St3,IQ,500.0,,,,,1.0
MR-12,TAIFUN,500.0,,,,,1.0
MR-20,TAIFUN,500.0,,,,,1.0
MR-25,TAIFUN,500.0,,,,,1.0
MR-30,TAIFUN,500.0,,,,,1.0
15D171,YUZH,500.0,,,,,1.0
Seliger 3,DRG,500.0,,50.0,,,1.0
Mk 104,AJCA,486.0,,,,,1.0
Star 30A,THKE,492.0,1345.0,27.0,294.7,54.0,1.0
E-8-5 VA,NPOL,481.0,,,,,1.0
Mk 12 ASROC,UNK,480.0,,49.0,,,1.0
30KS8000,AJ,478.0,1070.0,36.0,,30.0,1.0
Orbus 1,UTC,476.0,,31.0,,,1.0
Orbus 1A,ATKE,476.0,,31.0,,,1.0
LS-A Booster,NASDA,475.0,600.0,60.0,,10.0,1.0
KM-P,NISST,461.0,,31.3,286.0,44.0,1.0
Mage 1S,SEPB,450.0,,33.5,291.0,48.5,1.0
M-40,NISST,445.0,,26.5,270.0,40.0,1.0
Saluki S,IMIS,442.0,,35.6,,27.0,1.0
Goldfinch II,RPEW,410.0,700.0,175.0,225.0,3.5,1.0
Goldfinch IIA,RPEW,410.0,700.0,175.0,225.0,3.5,1.0
PTDU,SOYUZ,405.0,736.0,29.0,277.4,23.3,1.0
17KS12000,BAL,402.0,915.0,53.0,284.9,17.8,1.0
Tianying 3F,SZRTC,400.0,,,,,1.0
Gradicom 1,CITED,400.0,,,,,1.0
SS-520,ISAS,400.0,,,,,1.0
S-300,ISAS,400.0,,,,,1.0
Mk 30,ATLR,400.0,,,,,1.0
3KS33000,AJ,400.0,440.0,147.0,,3.0,1.0
SPRAN-50,ONERA,400.0,,,,5.6,1.0
Kavoshgar,IR,400.0,,,,12.0,1.0
M22E8,AJ,389.0,,,,,1.0
NOTS Mod 551-B,NOTS,371.0,831.0,,270.0,28.0,1.0
TX-239,THKX,368.0,,,,,1.0
Meteor-2,PIHM,368.0,423.0,24.0,,18.0,1.0
Mage 1,SEPB,368.0,,28.2,284.7,34.0,1.0
SLV-3-4,VSSC,360.0,,26.8,282.9,33.0,1.0
Saluki B,IMIS,360.0,,195.5,,6.0,1.0
Star 27,THKE,360.5,951.0,26.7,288.0,34.3,1.0
Waxwing,RPEW,351.0,845.0,28.8,276.0,40.0,1.0
K420(1/3),ISAS,350.0,,,,,1.0
ABL JATO,ABL,350.0,,222.0,,3.0,1.0
Tiny Tim,USN,345.0,130.0,220.0,,0.6,1.0
X-248 [1],ABL,330.0,518.0,13.4,,38.6,1.0
Belier II,SDP,320.0,,20.0,,23.8,1.0
Vega,SDP,320.0,,20.0,,23.8,1.0
Jericho II,ONERA,320.0,,20.0,,23.8,1.0
Jericho IV,SDP,317.0,460.0,20.0,235.0,23.4,1.0
S-20,IAE,316.0,612.0,36.0,257.0,20.0,1.0
TU-716,THKU,308.0,520.0,186.0,,3.7,1.0
Goose II,RPEW,306.0,370.0,22.0,,17.0,1.0
KM-D,NISST,304.0,629.0,17.4,294.0,38.0,1.0
FW4S,UTC,301.0,766.0,26.0,284.1,31.5,1.0
K250H,ISAS,300.0,,,,7.2,1.0
Star 20,THKE,300.0,772.0,27.1,286.5,27.5,1.0
RX-250-LPN,LAPAN,300.0,310.0,52.0,,6.0,1.0
SM-3-II-3,MHI,300.0,,,,,1.0
TU-289,THKU,300.0,,162.0,,,1.0
Tianying 3C,SZRTC,300.0,,,,,1.0
LAPAN,LAPAN,300.0,310.0,52.0,,6.0,1.0
LS-C Booster,STA,300.0,,,,,1.0
PRD-18,ISKRM,300.0,,490.0,,4.5,1.0
RH-300,VSSC,300.0,,33.3,,16.0,1.0
FFK,ERNO,300.0,,,,,1.0
Aerojet Mk 8,AJ,300.0,,111.0,,,1.0
R-31BS,ARSL,300.0,,1.0,,101.0,1.0
X-258,ABL,300.0,623.0,24.2,279.1,31.0,1.0
FW4,UTC,299.0,,26.7,,32.4,1.0
X-248,ABL,296.0,561.0,14.0,,40.0,1.0
X-248A10,ABL,296.0,516.0,13.0,,39.0,1.0
Gosling IIN,RORD,292.0,400.0,130.0,,3.5,1.0
12KS10000,BAL,292.0,552.0,43.7,236.2,12.0,1.0
SEPR-200,SEP,280.0,333.0,50.0,,6.7,1.0
MB-1,AJ,273.0,100.0,161.0,,2.0,1.0
S-50000,CSXT,272.0,430.0,71.0,,13.4,1.0
Star 26,THKE,269.0,616.0,33.3,271.0,17.8,1.0
9KS11000,BAL,265.0,440.0,49.0,220.0,9.0,1.0
Gosling 4,RORD,263.0,426.0,137.0,,4.5,1.0
Star 26C,THKE,262.0,622.0,35.0,272.1,16.8,1.0
Star 26B,THKE,261.0,635.0,34.6,271.7,17.8,1.0
X-258-B1,ABL,260.0,620.0,27.5,278.1,24.0,1.0
2.5KS18000,AJ,260.0,200.0,80.0,,2.5,1.0
AJ60-80,AJ,260.0,200.0,80.0,,2.5,1.0
Hydac,LPC,256.0,412.0,41.6,253.0,,1.0
TD1,KPA,252.0,,18.3,250.0,27.0,1.0
DACRoc,DAC,250.0,,50.0,220.0,8.0,1.0
33KS2800,GRC,250.0,347.0,12.5,,33.0,1.0
Qased-S3,IRGC,250.0,,,,,1.0
M-100,UNK,250.0,,,,3.0,1.0
MG-18,LPC,248.0,591.0,,,,1.0
Cuckoo 4,RPEW,243.0,452.0,44.0,204.0,15.0,1.0
Cuckoo IA,RPEW,243.0,320.0,90.0,204.0,4.3,1.0
TE-M-380,THKE,242.0,165.0,147.0,,,1.0
K250,ISAS,240.0,,34.0,,9.3,1.0
K250-8,ISAS,240.0,,34.0,,9.7,1.0
X-248A5,ABL,240.0,516.0,12.5,255.0,38.0,1.0
Cygnus 25,THKE,239.0,,33.3,,16.5,1.0
Star 24C,THKE,239.0,614.0,21.5,282.3,28.0,1.0
Cuckoo IB,RPEW,237.0,360.0,80.9,204.0,4.1,1.0
X-248A3,ABL,232.0,518.0,14.0,250.5,39.0,1.0
Mayfly,WRE,230.0,224.0,62.0,,3.6,1.0
Gosling,RORD,230.0,278.0,130.0,,2.5,1.0
Cuckoo II,RPEW,226.0,396.0,36.5,204.0,10.0,1.0
Centenario,IIAE,224.0,,39.0,,11.2,1.0
XM-10,THKX,221.0,,,,,1.0
TX-52,THKX,221.0,,,,,1.0
TE-416,THKE,220.0,417.0,53.0,,9.0,1.0
TE-406,THKE,220.0,417.0,53.0,,9.0,1.0
Star 24,THKE,218.0,561.0,18.5,282.9,29.6,1.0
S-210,ISAS,210.0,,,,17.0,1.0
XM-17,THKX,200.0,,,,,1.0
SpaceLoft,UPAE,200.0,,36.6,,12.0,1.0
Canopus,IIAE,200.0,,,,18.0,1.0
SS-50 Antares,IIAE,200.0,,,,18.0,1.0
RH-300 Booster,VSSC,200.0,,37.5,,6.0,1.0
K220,ISAS,200.0,,,,,1.0
S250,ISAS,200.0,,,,,1.0
X-241,ABL,196.0,44.0,12.1,260.1,36.0,1.0
Snipe,RORD,190.0,261.0,16.3,,16.0,1.0
TU-715,THKU,190.0,277.0,85.0,,4.6,1.0
S-23,IAE,182.0,,18.0,,,1.0
30AS1000,AJ,174.0,133.0,4.4,184.0,30.0,1.0
TE-29-1A,THKE,170.0,269.0,173.0,225.0,2.2,1.0
Recruit,THKE,170.0,269.0,173.0,225.0,2.2,1.0
Javelin 3,LPC,165.0,,93.0,239.0,,1.0
Javelin 3 (old),LPC,165.0,273.0,47.6,239.0,,1.0
HOTROC,NOTS,163.0,306.0,63.2,230.0,4.9,1.0
Venus,SUD,160.0,190.0,44.0,205.0,4.3,1.0
FG-47,HEXI,160.0,,,,36.0,1.0
SVM-2,AJSP,159.0,400.0,14.0,285.0,28.0,1.0
Javelin 2,LPC,155.0,257.0,140.4,,,1.0
Javelin,LPC,155.0,,178.0,243.0,,1.0
1.5KS35000,THKE,153.0,262.0,156.0,,1.7,1.0
Yardbird,THKE,151.0,,75.0,,3.4,1.0
SEPR 685-4,SEPR,150.0,167.0,33.0,,5.0,1.0
MLRS,VOUA,150.0,170.0,53.0,,3.2,1.0
SO-250,ISAS,150.0,,,,,1.0
Kappa 4 Booster,ISAS,150.0,,105.0,,3.0,1.0
TT-200,NASDA,150.0,,,,,1.0
TT-210,NASDA,150.0,,,,,1.0
Upstage,MDAC,140.0,,,,1.0,1.0
Orion-2,IIAE,140.0,,,,12.0,1.0
Orion-1,IIAE,140.0,,,,12.0,1.0
RH-200SV,VSSC,140.0,,16.9,,10.0,1.0
Dorado,WRE,139.3,173.0,42.0,,4.3,1.0
BE-3B1,HERC,138.0,269.0,34.2,,7.8,1.0
TE-307,THKE,135.0,167.0,21.1,,6.0,1.0
Star 17A,THKE,125.5,320.0,16.0,286.7,19.4,1.0
Vela,WRE,118.0,133.0,26.7,,5.0,1.0
Cygnus 20,THKE,118.0,,30.0,,8.5,1.0
Kiva 5.5KS6100,RPI,107.0,149.0,27.0,,5.5,1.0
L480S,NISST,102.0,,7.8,254.0,31.5,1.0
Arcon,ATLR,100.0,140.0,4.5,,33.0,1.0
TE-388,THKE,100.0,,,,,1.0
Traveler,USCLA,100.0,,,,,1.0
Gradicom 2,CITED,100.0,,,,,1.0
M-100 St2,UNK,100.0,,,,4.5,1.0
2-AS-22000,AJ,100.0,200.0,98.0,,2.0,1.0
2.5-AS-18000,AJ,100.0,200.0,80.0,,2.5,1.0
K10S,ISAS,100.0,,,,,1.0
Mk 136,THKE,100.0,,7.0,,15.0,1.0
NAL-25,STA,100.0,,,,,1.0
Demon,WRE,100.0,104.0,45.2,,2.3,1.0
BE-3,HERC,100.0,,34.0,,8.0,1.0
BE-3A4,HERC,100.0,,34.0,,8.0,1.0
BE-3A5,HERC,100.0,,34.0,,8.0,1.0
BE-3A9,HERC,98.0,235.0,27.7,275.2,8.5,1.0
Lapwing,BAJUK,97.5,,,237.0,30.0,1.0
K160,ISAS,94.0,,,,5.3,1.0
5.6KS5400,GCR,91.0,134.0,24.0,209.0,5.6,1.0
3.8KS8040,GCR,90.0,135.0,35.8,207.0,3.8,1.0
3.52KS8500,SDCO,89.0,144.0,35.8,,3.2,1.0
S-160,ISAS,90.0,,,,,1.0
RM-1400,COOP,90.0,158.0,12.7,235.0,12.0,1.0
K150,ISAS,86.0,,,,15.8,1.0
3.52KS8500,GCR,87.0,142.0,37.8,,3.5,1.0
Asp II,COOP,87.0,141.0,38.6,212.0,3.6,1.0
RM-1100,GCR,85.0,141.0,26.6,215.0,5.3,1.0
Astrobee D,AJSP,85.0,156.0,8.9,,17.0,1.0
Agnes,CFTHB,82.0,100.0,40.0,242.0,2.5,1.0
Emilie,CFTHB,82.0,100.0,40.0,242.0,2.5,1.0
Asp III,COOP,81.0,139.0,42.7,226.0,3.3,1.0
Melanie,ONERA,80.0,49.0,38.0,,4.4,1.0
MMR-06,GMS,80.0,,,,9.0,1.0
10KS2500,THKE,80.0,111.0,11.0,,10.0,1.0
Star 17,THKE,79.0,198.0,11.0,286.0,17.6,1.0
SS-520 S3,ISAS,78.0,,,,,1.0
Cajun,THKE,75.0,108.0,43.0,,3.0,1.0
X-209,ABL,71.8,,4.4,,14.0,1.0
Mk 39,RDYNE,70.0,,35.0,,2.0,1.0
1.8KS7800,AJ,70.0,63.0,35.0,,1.8,1.0
NAL-16,NAL,70.0,,10.7,,14.0,1.0
S-B,STA,70.0,,,,,1.0
S-C,STA,70.0,,,,,1.0
SA-II,STA,70.0,,,,,1.0
SS-30,AVIB,60.0,,,,,1.0
FTI,AVIB,60.0,,,,,1.0
Proson 1,CITEF,60.0,,,,,1.0
Kisha I 4.4KS4800,RPI,66.0,95.0,21.0,,4.4,1.0
Cygnus 15,LARC,60.0,,22.3,,4.8,1.0
RH-200,VSSC,60.0,96.0,16.9,,5.7,1.0
MT-135,ISAS,68.0,,8.1,230.0,10.5,1.0
X-220,ABL,68.0,79.0,26.0,,3.0,1.0
Sirocco,GCR,65.0,111.0,14.8,,,1.0
Mk 128 JATO,UNK,64.4,,4.4,,15.0,1.0
15-KS-1000,AJP,63.0,,4.4,,15.0,1.0
HVAR,NOTS,63.0,,25.0,,0.9,1.0
T-40,THKE,62.0,89.0,13.3,,6.0,1.0
DM-16,ABL,60.0,33.0,30.0,210.0,2.1,1.0
22.6KS1245,NMC,60.0,124.0,5.5,,22.6,1.0
Viper V,OSCC,60.0,142.0,27.0,,5.3,1.0
KM-H,NISST,59.0,,,281.0,,1.0
Aurore,SNECMA,54.0,58.0,,250.0,5.3,1.0
Mk 22 Mod 2,UNK,52.0,30.0,,,2.1,1.0
LAPSTAR,WRE,52.0,37.0,13.7,,2.7,1.0
ZN-1,NUDTC,50.0,,,,,1.0
ILR-33 Booster,PAI,50.0,,6.0,,2.5,1.0
SEPR P163,SEPR,50.0,,,,35.0,1.0
12-AS-1000,AJP,50.0,,4.4,,12.0,1.0
14-NS-1000,AJP,50.0,,4.4,,14.0,1.0
14-AS-1000,AJP,50.0,,4.4,,14.0,1.0
NOTS 100A,NOTS,50.0,,40.0,,20.0,1.0
Cirrus I,DRG,50.0,50.0,5.0,,10.0,1.0
Cirrus II,DRG,50.0,90.0,18.0,,5.0,1.0
Star 13B,THKE,47.0,116.0,7.6,285.7,14.8,1.0
Kappa 4,ISAS,45.0,,10.0,,3.0,1.0
Kappa 1,ISAS,45.0,,10.0,,3.0,1.0
Mk 36,THK,45.0,,,,,1.0
Mk 17,THKE,45.0,,17.7,,2.1,1.0
Mk 15,THKE,45.0,,17.7,,2.1,1.0
Mk 50 Mod 0,THKE,43.8,63.0,12.2,230.0,4.7,1.0
SR.116,AJSP,45.0,,17.7,,2.1,1.0
9KS1660,BAL,43.0,66.0,7.4,240.0,9.0,1.0
Lupus 3,WRE,41.0,61.0,11.5,,5.3,1.0
Sword 3KS5000,LPC,42.0,60.0,16.0,,3.8,1.0
Star 13F,THKE,40.1,94.0,6.3,240.0,15.0,1.0
Hopi 9.0KS1800,RPI,40.0,72.0,7.7,,9.0,1.0
Excalibur,BAL,39.2,61.0,20.0,,2.5,1.0
MARC 60A,ATLR,38.0,60.0,1.6,,32.6,1.0
RTV,JPL,37.0,51.0,8.5,230.0,5.4,1.0
Star 13A,THKE,38.0,94.0,5.9,286.5,15.3,1.0
Star 13C,THKE,38.0,81.0,5.0,218.0,15.0,1.0
Bantam,BAJUK,37.0,,1.8,237.0,30.0,1.0
Bantam 2,BAJUK,37.0,,1.8,237.0,30.0,1.0
Bantam 3,BAJUK,33.0,,1.7,237.0,34.0,1.0
Star 13,THKE,36.0,84.0,4.1,273.0,21.0,1.0
S-A,STA,36.0,29.0,2.5,164.0,12.0,1.0
Lupus 2D,WRE,35.7,48.0,11.5,,4.0,1.0
Lupus 2,WRE,35.7,46.0,11.5,,4.0,1.0
Star 13D,THKE,35.3,76.0,5.0,223.0,15.0,1.0
Icarus,ERAU,35.0,,15.8,239.9,6.4,1.0
MARC 2B1,ATLR,34.4,43.0,1.5,,29.0,1.0
Hopi 3.0KS4000,RPI,33.0,53.0,18.0,,3.0,1.0
Hopi 2.4KS5600,RPI,34.0,58.0,24.9,227.0,2.4,1.0
Lupus 1A,WRE,33.6,38.0,9.5,,5.2,1.0
Star 12A,THKE,33.5,61.0,7.3,270.0,7.5,1.0
Urbion,INTA,33.0,,1.5,,34.0,1.0
Meteor-1,PIHM,32.5,31.0,14.0,,2.3,1.0
MARC 42A1,ATLR,30.8,,12.2,,3.0,1.0
Star 13E,THKE,30.5,63.0,4.2,211.0,15.0,1.0
Cherokee,THKE,30.0,,,,1.5,1.0
RH-125,VSSC,30.0,30.0,10.5,,2.9,1.0
RH-125S,VSSC,30.0,30.0,10.5,,2.9,1.0
NOTS 124-C,NOTS,30.0,,,,,1.0
HPAG,NOTS,30.0,,12.6,,2.7,1.0
Proson 2,CITEF,30.0,,,,,1.0
TME DART,TMINUS,30.0,59.0,24.7,,2.2,1.0
Viper IIIA,SDCO,30.0,59.0,24.7,,2.2,1.0
DIM,IIAE,30.0,,,,,1.0
T-55,THKE,28.0,,21.4,,1.3,1.0
INTA S-12,INTA,28.0,,16.7,,1.2,1.0
Star 12,THKE,27.8,46.0,5.6,252.0,7.5,1.0
Sonda 1 Booster,IAE,27.5,,27.0,,,1.0
Sonda 1,IAE,27.3,,4.2,,,1.0
Stable Super Loki,SDC,27.0,44.0,21.2,228.7,2.1,1.0
Belisama,CFTHB,26.0,24.0,24.0,,0.9,1.0
MARC 2C2,ATLR,26.0,,1.4,,29.0,1.0
Lobster,RORD,26.0,58.0,29.0,,2.0,1.0
RM-3141,JPL,25.0,48.0,7.6,222.0,6.3,1.0
Super Loki,SDC,23.0,38.0,17.8,232.0,2.1,1.0
SEPR P167,SEP,23.0,,34.0,,,1.0
MCR-3,VSSC,20.0,,,,,1.0
Mk 117 JATO,UNK,22.7,,11.2,,1.5,1.0
NAL-7,STA,20.0,,,,,1.0
Falcon,THKX,20.0,,20.0,150.0,1.4,1.0
Melusine,ATEF,20.0,,,,,1.0
MARC 42A2,ATLR,20.0,,,,,1.0
SEPR P191,SEPR,20.0,15.0,14.8,,1.0,1.0
SkyMicro1,SKYR,20.0,,1.6,172.0,,1.0
MERA,KBPT,20.0,40.0,20.0,,2.0,1.0
Star 10,THKE,17.0,30.0,33.5,251.0,9.0,1.0
BB7,BAL,16.0,,,,,1.0
MARC 14A1,ATLR,16.0,,12.0,,0.8,1.0
Cygnus 10,PARD,15.0,,10.0,,3.2,1.0
TX8-6,THKX,15.0,25.0,3.6,233.0,7.0,1.0
NOTS 8,NOTS,14.9,29.0,5.1,245.0,5.7,1.0
DMU 3000,THKE,13.4,,,,,1.0
MARC 14B1,ATLR,13.4,10.0,12.0,,0.8,1.0
Mk7,UNK,13.1,9.0,9.8,,0.9,1.0
Icarus St2,ERAU,13.0,,4.1,241.5,7.0,1.0
Arcon booster,ARC,12.4,5.0,14.0,,0.4,1.0
M3A2 JATO,UNK,12.3,,,,,1.0
T-41,THKX,12.0,,,,,1.0
Arrow II,GCR,12.0,17.0,9.0,,1.9,1.0
Judi-III 1.9KS2100,RPI,12.0,,9.3,,1.9,1.0
SR71-AD-1,SDCO,11.0,18.0,9.0,231.0,2.0,1.0
Loki II,GCR,11.0,17.0,9.0,223.0,2.0,1.0
Judi-I 1.9KS2150,RPI,10.0,18.0,9.6,224.0,1.9,1.0
Musca,WRE,10.0,19.0,5.1,,3.7,1.0
HAEC FFAR,UNK,10.0,11.0,4.0,,2.8,1.0
SkyMicro2,SKYR,10.0,,0.8,181.0,,1.0
RH-75,VSSC,10.0,,,,,1.0
Theodore,ATEF,10.0,18.0,1.8,,10.0,1.0
Mk 125 JATO,UNK,9.2,,,,,1.0
DMU 2000,THKE,8.9,,,,,1.0
FFAR,USN,9.0,5.0,3.6,,1.5,1.0
Loki,GCR,8.0,10.0,15.0,213.0,0.8,1.0
Seagull,UNK,8.0,,10.0,,2.0,1.0
Chick,RPEW,8.0,4.0,20.0,,0.2,1.0
Luzou,SEP,7.0,,3.0,,1.7,1.0
Mk 66 FFAR,UNK,6.5,7.0,5.8,,1.0,1.0
MARC 21A1,ATLR,6.3,8.0,0.6,,17.5,1.0
T-22,JPL,5.0,,24.0,206.0,0.2,1.0
Oreste,ATEF,5.0,7.0,0.9,,8.0,1.0
Mk 40 LSFFAR,UNK,5.0,5.0,3.2,,1.6,1.0
KM-L,NISST,4.0,,,,,1.0
LaRC Plastic,LARC,2.5,2.0,0.4,100.0,3.0,1.0
Cygnus 5,LARC,2.5,,2.3,236.0,1.6,1.0
PSSC,AERO,2.0,40.0,,,,4.0
1KS420,ATLR,2.0,2.0,22.0,,1.0,1.0
JPL 2 lb Kick Motor,JPL,1.5,,,246.0,,1.0
D-SAT-EES,DORBIT,0.9,,0.4,266.4,3.2,1.0
NOTS 3SM,NOTS,0.6,1.0,0.7,245.0,1.0,1.0
CRAPEL,ONERA,,52.0,,,10.5,1.0
RS-B-535,RDYNE,,,,,,1.0
Buran TDEO,UNK,,35.0,28.0,,,1.0
M15A1 JATO,PHILR,,,4.4,,16.0,1.0
M34 ZEL JATO,RDYNM,,,578.0,,4.0,1.0
8-AS-1000,AJP,,,4.4,,8.0,1.0
Cedre St1,LRS,,,138.0,,,1.0
Cedre St2,LRS,,,78.0,,,1.0
Cedre St3,LRS,,,20.0,,,1.0
Cedre-4 St1,LRS,,,138.0,,,1.0
HALO,HAL5,20.0,,1.9,240.0,,1.0
Hyperion,EAC,47.0,93.0,6.0,,15.0,1.0
Atea-1,RLABN,,100.0,6.9,,14.5,1.0
DHX-200 Aurora,DARE,85.0,190.0,8.0,,23.0,1.0
Hapith S3,TISPACE,,,10.0,,,1.0
Hapith S2,TISPACE,,,20.0,,,1.0
RM-1,SCAL,,7200.0,90.0,,80.0,1.0
RM-2,SPDEV,,16000.0,270.0,,60.0,1.0
Lelien 1A,TISPACE,,,1320.0,,,1.0
MT 27,SNECMA,75.0,200.0,10.0,200.0,20.0,1.0
FWUM,NAMMO,,,30.0,,35.0,1.0
HTR,NAMMO,,520.0,26.0,202.0,20.0,1.0
Dolphin,STST,7500.0,,155.0,,,1.0
HYSR,LMMI,,8000.0,270.0,290.0,33.4,1.0
H500,AMROC,12200.0,23000.0,333.0,295.2,70.0,1.0
P4-1 Sustainer,NAA,,,0.5,262.0,,1.0
T-7 LRE,SIMED,1000.0,,2.0,,,1.0
P4-1 Booster,NAA,,,2.4,232.0,,1.0
LR2-RM-6,RMI,,,2.8,195.0,260.0,1.0
LPR-006,ISRO,,,6.0,,,1.0
WAC,AJGC,313.0,300.0,6.7,,47.0,1.0
X21AL-2600,AJGC,,,11.4,,21.0,1.0
21AL-2600,AJGC,,,11.4,,21.0,1.0
Ajax-490,AJGC,,,11.4,,21.0,1.0
NATIV,NAA,,,11.6,,,1.0
XASR-1,AJGC,467.0,520.0,11.6,188.5,32.1,1.0
AJ11-6,AJGC,670.0,928.0,17.8,199.0,52.0,1.0
AJ11-21,AJGC,670.0,928.0,17.8,199.0,52.0,1.0
AJ10-24,AJGC,467.0,586.0,17.8,193.0,32.1,1.0
AJ10-25,AJGC,467.0,586.0,17.8,193.0,32.1,1.0
AJ10-27,AJGC,467.0,586.0,17.8,193.0,32.1,1.0
AJ10-34,AJGC,467.0,586.0,17.8,193.0,32.1,1.0
AJ60-92,AJGC,576.0,1346.0,22.6,,58.5,1.0
LPR-3T,ISRO,,,29.0,,,1.0
TD-187,RMD,92.0,,53.0,,,1.0
TD-232,RMD,255.0,,53.0,,,1.0
Wasserfall,HVP,,,78.0,,40.0,1.0
Corporal E,JPL,,,89.0,,,1.0
Corporal,AJGC,,,89.0,,63.0,1.0
S2.721V,ISAEV,,,11.8,,,1.0
P-15,ISAEV,,,11.9,,,1.0
S5.4,ISAEV,,,15.8,266.0,,1.0
V-750V,ISAEV,,,30.4,,,1.0
S2.720,ISAEV,,,34.3,233.0,,1.0
S5.5,ISAEV,,,44.0,287.0,,1.0
KTDU-5A,ISAEV,,,45.5,287.0,,1.0
S2.253,ISAEV,,,80.0,251.0,78.0,1.0
S09.29,ISAEV,,,88.0,,,1.0
Prithvi,DRDO,,,100.0,,,1.0
S2.726,ISAEV,,,103.0,,55.0,1.0
S5.1,ISAEV,,,167.0,,,1.0
S5.44,ISAEV,,,177.0,251.0,,1.0
S2.713,ISAEV,,,252.0,,,1.0
S5.3,ISAEV,,,392.0,,,1.0
S5.38,ISAEV,,,392.0,,,1.0
S5.3M,ISAEV,,,396.7,241.0,,1.0
S2.1150,ISAEV,,,671.2,250.0,,1.0
Unha St3,KPA,,,,,,1.0
KDU-414,ISAEV,,80.0,2.0,290.0,,1.0
11D429,ISAEV,,80.0,2.0,290.0,,1.0
KTDU-53,ISAEV,,,4.1,280.0,,1.0
KTDU-35,ISAEV,,,4.1,280.0,,1.0
KTDU-66,ISAEV,,,4.1,280.0,,1.0
LE-2,STA,,,9.8,195.0,25.0,1.0
LRE-4,IR,,,17.7,,,1.0
P8E-9,RDYNE,,,20.0,227.0,114.0,1.0
RD-851,YUZH,,,32.5,279.0,,1.0
AJ10,AJGC,,,33.0,,122.0,1.0
AJ10-11B,AJGC,,,33.0,,122.0,1.0
AJ10-118,AJGC,,,33.7,271.0,,1.0
AJ10-118A,AJGC,,5730.0,33.7,,170.0,1.0
AJ10-118D,AJGC,,,33.7,278.0,,1.0
AJ10-101,AJGC,,,34.3,270.0,,1.0
AJ10-40,AJGC,,,34.5,,110.0,1.0
AJ10-41,AJGC,,,34.5,,110.0,1.0
AJ10-42,AJGC,,,34.5,,110.0,1.0
AJ10-101A,AJGC,,,34.7,,,1.0
AJ10-118E,AJGC,,,35.1,278.0,400.0,1.0
AJ10-104,AJGC,,,35.1,278.0,,1.0
RD-852,YUZH,,,48.3,255.0,,1.0
Bell 8048,BELL,,,69.0,276.0,120.0,1.0
Bell 8096,BELL,,,71.2,289.8,,1.0
Bell 8096-37,BELL,,,71.2,289.8,,1.0
Bell 8096-39,BELL,,,71.2,299.7,,1.0
Bell 8081,BELL,,,71.2,285.0,,1.0
Nodong,KPA,,,144.0,255.0,170.0,1.0
11D49 [Old],KBKHA,,,157.5,303.0,335.0,1.0
P8E-9 Boost,RDYNE,,,190.0,227.0,6.1,1.0
YF-1,CALT,,,255.0,240.0,130.0,1.0
YF-3,CALT,,,294.0,287.0,120.0,1.0
YF-2A,CALT,,,306.1,268.0,,1.0
RD-215,EMASH,,,864.0,291.0,,1.0
RD-217,EMASH,,,865.0,289.0,106.0,1.0
RD-219,EMASH,,,882.0,293.0,80.0,1.0
RD-225,EMASH,,,889.0,294.0,,1.0
RD-216,KRAS,,,1728.0,291.0,130.0,4.0
RD-224,EMASH,,,1778.0,294.0,,1.0
S5.45,ISAEV,,,1961.0,267.0,,1.0
AlKahir,EGAO,,,,,,1.0
LE-1,STA,,350.0,10.0,195.0,35.0,1.0
Aerobee Jr,AJGC,,,11.6,200.0,40.0,1.0
Ajax 1810,AJ,,,11.6,,30.0,1.0
Ajax,AJ,,,11.6,,30.0,1.0
S2.711,ISAEV,,,13.8,,22.0,1.0
S2.711V,ISAEV,,,30.4,,25.0,1.0
Veronique N,LRBA,,,40.0,,,1.0
OTRAG,OTR,,,58.7,250.0,126.0,1.0
S2.253A,ISAEV,,,93.0,251.0,78.0,1.0
Abid,IQ,,,130.0,,,1.0
LR59-AJ-13,AJGC,,,133.0,,4.0,1.0
TD-2,KPA,,,250.0,,120.0,1.0
RD-214 Early,EMASH,,,625.0,210.0,,4.0
S2.1100,ISAEV,,,673.0,,,4.0
RD-214,PERM,,,730.0,264.0,,4.0
Sprite,DEHAVE,,,22.2,,,1.0
AR2-3,RDYNE,,,31.0,245.0,,1.0
Spectre,DEHAVE,,,35.6,,,1.0
Gamma 2,BSELC,,,68.2,251.0,113.0,2.0
Gamma 201,BSELC,,,71.2,226.9,,4.0
Gamma 301,BSELC,,,96.1,249.7,,4.0
